3.554655870445344035e-01,0.000000000000000000e+00
3.558704453441295379e-01,0.000000000000000000e+00
3.562753036437246723e-01,0.000000000000000000e+00
3.566801619433198067e-01,0.000000000000000000e+00
3.570850202429149967e-01,0.000000000000000000e+00
3.574898785425100756e-01,0.000000000000000000e+00
3.578947368421052655e-01,0.000000000000000000e+00
3.582995951417003999e-01,0.000000000000000000e+00
3.587044534412955343e-01,0.000000000000000000e+00
3.591093117408906688e-01,0.000000000000000000e+00
3.595141700404858587e-01,0.000000000000000000e+00
3.599190283400809376e-01,0.000000000000000000e+00
3.603238866396761275e-01,0.000000000000000000e+00
3.607287449392712064e-01,0.000000000000000000e+00
3.611336032388663964e-01,0.000000000000000000e+00
3.615384615384615308e-01,0.000000000000000000e+00
3.619433198380567207e-01,0.000000000000000000e+00
3.623481781376517996e-01,0.000000000000000000e+00
3.627530364372469895e-01,0.000000000000000000e+00
3.631578947368420685e-01,0.000000000000000000e+00
3.635627530364372584e-01,0.000000000000000000e+00
3.639676113360323928e-01,0.000000000000000000e+00
3.643724696356275272e-01,0.000000000000000000e+00
3.647773279352226616e-01,0.000000000000000000e+00
3.651821862348177961e-01,0.000000000000000000e+00
3.655870445344129305e-01,0.000000000000000000e+00
3.659919028340081204e-01,0.000000000000000000e+00
3.663967611336032548e-01,0.000000000000000000e+00
3.668016194331983892e-01,0.000000000000000000e+00
3.672064777327935237e-01,0.000000000000000000e+00
3.676113360323886581e-01,0.000000000000000000e+00
3.680161943319837925e-01,0.000000000000000000e+00
3.684210526315789824e-01,0.000000000000000000e+00
3.688259109311741168e-01,0.000000000000000000e+00
3.692307692307692513e-01,0.000000000000000000e+00
3.696356275303643857e-01,0.000000000000000000e+00
3.700404858299595201e-01,0.000000000000000000e+00
3.704453441295546545e-01,0.000000000000000000e+00
3.708502024291498445e-01,0.000000000000000000e+00
3.712550607287449234e-01,0.000000000000000000e+00
3.716599190283400578e-01,0.000000000000000000e+00
3.720647773279351922e-01,0.000000000000000000e+00
3.724696356275303266e-01,0.000000000000000000e+00
3.728744939271255165e-01,0.000000000000000000e+00
3.732793522267206510e-01,0.000000000000000000e+00
3.736842105263157854e-01,0.000000000000000000e+00
3.740890688259109198e-01,0.000000000000000000e+00
3.744939271255060542e-01,0.000000000000000000e+00
3.748987854251011886e-01,0.000000000000000000e+00
3.753036437246963786e-01,0.000000000000000000e+00
3.757085020242914575e-01,0.000000000000000000e+00
3.761133603238866474e-01,0.000000000000000000e+00
3.765182186234817818e-01,0.000000000000000000e+00
3.769230769230769162e-01,0.000000000000000000e+00
3.773279352226720507e-01,0.000000000000000000e+00
3.777327935222672406e-01,0.000000000000000000e+00
3.781376518218623195e-01,0.000000000000000000e+00
3.785425101214575094e-01,0.000000000000000000e+00
3.789473684210525883e-01,0.000000000000000000e+00
3.793522267206477783e-01,0.000000000000000000e+00
3.797570850202429127e-01,0.000000000000000000e+00
3.801619433198381026e-01,0.000000000000000000e+00
3.805668016194331815e-01,0.000000000000000000e+00
3.809716599190283715e-01,0.000000000000000000e+00
3.813765182186234504e-01,0.000000000000000000e+00
3.817813765182186403e-01,0.000000000000000000e+00
3.821862348178137747e-01,0.000000000000000000e+00
3.825910931174089091e-01,0.000000000000000000e+00
3.829959514170040435e-01,0.000000000000000000e+00
